Personality,agentType,nrPlayers,nrCrazyInvestors,nrHighRollerInvestors,nrNormalInvestors,nrSafeBetterInvestors,nrCrazyManagers,nrHighRollerManagers,nrNormalManagers,nrSafeBetterManagers,nrCompanies,nrBlueCompanies,nrGreenCompanies,nrYellowCompanies,nrRedCompanies,finalCapital,winner
HighRoller,manager,6,1,1,0,1,0,2,0,1,7,2,2,2,1,445,false
HighRoller,manager,6,1,1,0,1,0,2,0,1,7,2,2,2,1,595,true
Normal,investor,6,1,1,1,0,1,0,1,1,7,1,2,3,1,120,false
Crazy,investor,6,1,1,1,0,1,0,1,1,7,1,2,3,1,395,true
HighRoller,investor,6,1,1,1,0,1,0,1,1,7,1,2,3,1,-40,false
SafeBetter,manager,6,1,1,1,0,1,0,1,1,7,1,2,3,1,425,true
Crazy,manager,6,1,1,1,0,1,0,1,1,7,1,2,3,1,210,false
Normal,manager,6,1,1,1,0,1,0,1,1,7,1,2,3,1,120,false
SafeBetter,investor,6,0,0,2,1,1,0,0,2,6,2,1,2,1,110,false
Normal,investor,6,0,0,2,1,1,0,0,2,6,2,1,2,1,115,true
Normal,investor,6,0,0,2,1,1,0,0,2,6,2,1,2,1,80,false
SafeBetter,manager,6,0,0,2,1,1,0,0,2,6,2,1,2,1,385,true
SafeBetter,manager,6,0,0,2,1,1,0,0,2,6,2,1,2,1,385,true
Crazy,manager,6,0,0,2,1,1,0,0,2,6,2,1,2,1,235,false
Crazy,investor,6,2,0,1,0,1,0,0,2,2,2,0,0,0,195,true
Crazy,investor,6,2,0,1,0,1,0,0,2,2,2,0,0,0,120,false
Normal,investor,6,2,0,1,0,1,0,0,2,2,2,0,0,0,55,false
SafeBetter,manager,6,2,0,1,0,1,0,0,2,2,2,0,0,0,250,true
SafeBetter,manager,6,2,0,1,0,1,0,0,2,2,2,0,0,0,250,true
Crazy,manager,6,2,0,1,0,1,0,0,2,2,2,0,0,0,100,false
HighRoller,investor,6,2,1,0,0,1,1,0,1,2,0,2,0,0,510,true
Crazy,investor,6,2,1,0,0,1,1,0,1,2,0,2,0,0,400,false
Crazy,investor,6,2,1,0,0,1,1,0,1,2,0,2,0,0,120,false
HighRoller,manager,6,2,1,0,0,1,1,0,1,2,0,2,0,0,420,true
Crazy,manager,6,2,1,0,0,1,1,0,1,2,0,2,0,0,120,false
SafeBetter,manager,6,2,1,0,0,1,1,0,1,2,0,2,0,0,120,false
Normal,investor,6,0,0,2,1,1,1,1,0,3,0,1,0,2,25,true
SafeBetter,investor,6,0,0,2,1,1,1,1,0,3,0,1,0,2,25,true
Normal,investor,6,0,0,2,1,1,1,1,0,3,0,1,0,2,-5,false
Crazy,manager,6,0,0,2,1,1,1,1,0,3,0,1,0,2,60,false
HighRoller,manager,6,0,0,2,1,1,1,1,0,3,0,1,0,2,285,true
Normal,manager,6,0,0,2,1,1,1,1,0,3,0,1,0,2,60,false
Normal,investor,6,1,0,2,0,1,0,1,1,8,3,1,2,2,310,true
Crazy,investor,6,1,0,2,0,1,0,1,1,8,3,1,2,2,170,false
Normal,investor,6,1,0,2,0,1,0,1,1,8,3,1,2,2,280,false
SafeBetter,manager,6,1,0,2,0,1,0,1,1,8,3,1,2,2,350,false
Crazy,manager,6,1,0,2,0,1,0,1,1,8,3,1,2,2,440,false
Normal,manager,6,1,0,2,0,1,0,1,1,8,3,1,2,2,510,true
SafeBetter,investor,6,0,1,1,1,0,0,2,1,3,0,0,3,0,45,true
HighRoller,investor,6,0,1,1,1,0,0,2,1,3,0,0,3,0,45,true
Normal,investor,6,0,1,1,1,0,0,2,1,3,0,0,3,0,45,true
Normal,manager,6,0,1,1,1,0,0,2,1,3,0,0,3,0,75,true
Normal,manager,6,0,1,1,1,0,0,2,1,3,0,0,3,0,75,true
SafeBetter,manager,6,0,1,1,1,0,0,2,1,3,0,0,3,0,75,true
SafeBetter,investor,6,1,1,0,1,1,0,2,0,6,1,3,1,1,690,true
HighRoller,investor,6,1,1,0,1,1,0,2,0,6,1,3,1,1,5,false
Crazy,investor,6,1,1,0,1,1,0,2,0,6,1,3,1,1,120,false
Normal,manager,6,1,1,0,1,1,0,2,0,6,1,3,1,1,470,true
Normal,manager,6,1,1,0,1,1,0,2,0,6,1,3,1,1,470,true
Crazy,manager,6,1,1,0,1,1,0,2,0,6,1,3,1,1,395,false
HighRoller,investor,6,1,2,0,0,1,0,1,1,10,3,2,3,2,65,false
HighRoller,investor,6,1,2,0,0,1,0,1,1,10,3,2,3,2,65,false
Crazy,investor,6,1,2,0,0,1,0,1,1,10,3,2,3,2,495,true
SafeBetter,manager,6,1,2,0,0,1,0,1,1,10,3,2,3,2,350,false
Crazy,manager,6,1,2,0,0,1,0,1,1,10,3,2,3,2,315,false
Normal,manager,6,1,2,0,0,1,0,1,1,10,3,2,3,2,570,true
Crazy,investor,6,2,0,1,0,0,0,1,2,5,2,0,2,1,120,false
Normal,investor,6,2,0,1,0,0,0,1,2,5,2,0,2,1,135,false
Crazy,investor,6,2,0,1,0,0,0,1,2,5,2,0,2,1,265,true
Normal,manager,6,2,0,1,0,0,0,1,2,5,2,0,2,1,340,true
SafeBetter,manager,6,2,0,1,0,0,0,1,2,5,2,0,2,1,175,false
SafeBetter,manager,6,2,0,1,0,0,0,1,2,5,2,0,2,1,265,false
Normal,investor,6,0,0,2,1,2,0,1,0,4,1,2,1,0,370,false
Normal,investor,6,0,0,2,1,2,0,1,0,4,1,2,1,0,295,false
SafeBetter,investor,6,0,0,2,1,2,0,1,0,4,1,2,1,0,550,true
Crazy,manager,6,0,0,2,1,2,0,1,0,4,1,2,1,0,245,false
Crazy,manager,6,0,0,2,1,2,0,1,0,4,1,2,1,0,245,false
Normal,manager,6,0,0,2,1,2,0,1,0,4,1,2,1,0,545,true
HighRoller,investor,6,0,1,2,0,1,0,1,1,7,3,2,2,0,55,true
Normal,investor,6,0,1,2,0,1,0,1,1,7,3,2,2,0,10,false
Normal,investor,6,0,1,2,0,1,0,1,1,7,3,2,2,0,0,false
Crazy,manager,6,0,1,2,0,1,0,1,1,7,3,2,2,0,195,false
Normal,manager,6,0,1,2,0,1,0,1,1,7,3,2,2,0,270,true
SafeBetter,manager,6,0,1,2,0,1,0,1,1,7,3,2,2,0,270,true
Normal,investor,6,0,0,2,1,1,1,0,1,2,2,0,0,0,15,false
SafeBetter,investor,6,0,0,2,1,1,1,0,1,2,2,0,0,0,300,true
Normal,investor,6,0,0,2,1,1,1,0,1,2,2,0,0,0,25,false
Crazy,manager,6,0,0,2,1,1,1,0,1,2,2,0,0,0,100,false
SafeBetter,manager,6,0,0,2,1,1,1,0,1,2,2,0,0,0,100,false
HighRoller,manager,6,0,0,2,1,1,1,0,1,2,2,0,0,0,400,true
Crazy,investor,6,1,2,0,0,0,1,1,1,9,3,0,3,3,35,true
HighRoller,investor,6,1,2,0,0,0,1,1,1,9,3,0,3,3,30,false
HighRoller,investor,6,1,2,0,0,0,1,1,1,9,3,0,3,3,30,false
HighRoller,manager,6,1,2,0,0,0,1,1,1,9,3,0,3,3,180,true
SafeBetter,manager,6,1,2,0,0,0,1,1,1,9,3,0,3,3,180,true
Normal,manager,6,1,2,0,0,0,1,1,1,9,3,0,3,3,75,false
SafeBetter,investor,6,1,1,0,1,1,1,0,1,7,2,1,3,1,205,true
HighRoller,investor,6,1,1,0,1,1,1,0,1,7,2,1,3,1,85,false
Crazy,investor,6,1,1,0,1,1,1,0,1,7,2,1,3,1,120,false
Crazy,manager,6,1,1,0,1,1,1,0,1,7,2,1,3,1,190,false
HighRoller,manager,6,1,1,0,1,1,1,0,1,7,2,1,3,1,235,true
SafeBetter,manager,6,1,1,0,1,1,1,0,1,7,2,1,3,1,235,true
Normal,investor,6,0,0,1,2,0,0,2,1,8,3,3,2,0,350,false
SafeBetter,investor,6,0,0,1,2,0,0,2,1,8,3,3,2,0,370,false
SafeBetter,investor,6,0,0,1,2,0,0,2,1,8,3,3,2,0,390,true
SafeBetter,manager,6,0,0,1,2,0,0,2,1,8,3,3,2,0,480,false
Normal,manager,6,0,0,1,2,0,0,2,1,8,3,3,2,0,630,true
Normal,manager,6,0,0,1,2,0,0,2,1,8,3,3,2,0,630,true
Crazy,investor,6,1,2,0,0,1,0,2,0,7,2,0,3,2,240,true
HighRoller,investor,6,1,2,0,0,1,0,2,0,7,2,0,3,2,120,false
HighRoller,investor,6,1,2,0,0,1,0,2,0,7,2,0,3,2,120,false
Normal,manager,6,1,2,0,0,1,0,2,0,7,2,0,3,2,190,true
Crazy,manager,6,1,2,0,0,1,0,2,0,7,2,0,3,2,190,true
Normal,manager,6,1,2,0,0,1,0,2,0,7,2,0,3,2,190,true
Crazy,investor,6,2,1,0,0,2,0,1,0,2,0,1,0,1,120,false
HighRoller,investor,6,2,1,0,0,2,0,1,0,2,0,1,0,1,135,true
Crazy,investor,6,2,1,0,0,2,0,1,0,2,0,1,0,1,-5,false
Normal,manager,6,2,1,0,0,2,0,1,0,2,0,1,0,1,240,true
Crazy,manager,6,2,1,0,0,2,0,1,0,2,0,1,0,1,0,false
Crazy,manager,6,2,1,0,0,2,0,1,0,2,0,1,0,1,150,false
SafeBetter,investor,6,0,0,1,2,1,0,1,1,3,0,1,1,1,475,true
SafeBetter,investor,6,0,0,1,2,1,0,1,1,3,0,1,1,1,345,false
Normal,investor,6,0,0,1,2,1,0,1,1,3,0,1,1,1,335,false
Normal,manager,6,0,0,1,2,1,0,1,1,3,0,1,1,1,525,true
SafeBetter,manager,6,0,0,1,2,1,0,1,1,3,0,1,1,1,225,false
Crazy,manager,6,0,0,1,2,1,0,1,1,3,0,1,1,1,225,false
Crazy,investor,6,1,0,0,2,0,0,1,2,7,0,1,3,3,120,false
SafeBetter,investor,6,1,0,0,2,0,0,1,2,7,0,1,3,3,165,false
SafeBetter,investor,6,1,0,0,2,0,0,1,2,7,0,1,3,3,180,true
Normal,manager,6,1,0,0,2,0,0,1,2,7,0,1,3,3,285,true
SafeBetter,manager,6,1,0,0,2,0,0,1,2,7,0,1,3,3,135,false
SafeBetter,manager,6,1,0,0,2,0,0,1,2,7,0,1,3,3,135,false
HighRoller,investor,6,1,1,1,0,2,0,1,0,5,3,0,1,1,55,false
Crazy,investor,6,1,1,1,0,2,0,1,0,5,3,0,1,1,120,false
Normal,investor,6,1,1,1,0,2,0,1,0,5,3,0,1,1,220,true
Crazy,manager,6,1,1,1,0,2,0,1,0,5,3,0,1,1,165,false
Normal,manager,6,1,1,1,0,2,0,1,0,5,3,0,1,1,465,true
Crazy,manager,6,1,1,1,0,2,0,1,0,5,3,0,1,1,165,false
Crazy,investor,6,1,1,1,0,0,3,0,0,10,2,3,2,3,-15,false
Normal,investor,6,1,1,1,0,0,3,0,0,10,2,3,2,3,260,true
HighRoller,investor,6,1,1,1,0,0,3,0,0,10,2,3,2,3,0,false
HighRoller,manager,6,1,1,1,0,0,3,0,0,10,2,3,2,3,195,false
HighRoller,manager,6,1,1,1,0,0,3,0,0,10,2,3,2,3,495,true
HighRoller,manager,6,1,1,1,0,0,3,0,0,10,2,3,2,3,225,false
Crazy,investor,6,1,0,1,1,0,1,2,0,5,0,2,3,0,120,false
Normal,investor,6,1,0,1,1,0,1,2,0,5,0,2,3,0,240,true
SafeBetter,investor,6,1,0,1,1,0,1,2,0,5,0,2,3,0,225,false
HighRoller,manager,6,1,0,1,1,0,1,2,0,5,0,2,3,0,195,true
Normal,manager,6,1,0,1,1,0,1,2,0,5,0,2,3,0,195,true
Normal,manager,6,1,0,1,1,0,1,2,0,5,0,2,3,0,195,true
HighRoller,investor,6,0,1,2,0,0,0,1,2,6,2,2,0,2,5,false
Normal,investor,6,0,1,2,0,0,0,1,2,6,2,2,0,2,110,false
Normal,investor,6,0,1,2,0,0,0,1,2,6,2,2,0,2,255,true
SafeBetter,manager,6,0,1,2,0,0,0,1,2,6,2,2,0,2,300,false
SafeBetter,manager,6,0,1,2,0,0,0,1,2,6,2,2,0,2,210,false
Normal,manager,6,0,1,2,0,0,0,1,2,6,2,2,0,2,510,true
SafeBetter,investor,6,1,0,0,2,1,1,0,1,7,0,2,2,3,305,true
SafeBetter,investor,6,1,0,0,2,1,1,0,1,7,0,2,2,3,5,false
Crazy,investor,6,1,0,0,2,1,1,0,1,7,0,2,2,3,120,false
SafeBetter,manager,6,1,0,0,2,1,1,0,1,7,0,2,2,3,450,false
HighRoller,manager,6,1,0,0,2,1,1,0,1,7,0,2,2,3,570,true
Crazy,manager,6,1,0,0,2,1,1,0,1,7,0,2,2,3,270,false
Crazy,investor,6,1,2,0,0,1,0,1,1,10,3,1,3,3,520,true
HighRoller,investor,6,1,2,0,0,1,0,1,1,10,3,1,3,3,105,false
HighRoller,investor,6,1,2,0,0,1,0,1,1,10,3,1,3,3,105,false
SafeBetter,manager,6,1,2,0,0,1,0,1,1,10,3,1,3,3,315,true
Crazy,manager,6,1,2,0,0,1,0,1,1,10,3,1,3,3,150,false
Normal,manager,6,1,2,0,0,1,0,1,1,10,3,1,3,3,225,false
HighRoller,investor,6,0,2,1,0,0,1,0,2,8,1,3,2,2,165,true
Normal,investor,6,0,2,1,0,0,1,0,2,8,1,3,2,2,110,false
HighRoller,investor,6,0,2,1,0,0,1,0,2,8,1,3,2,2,165,true
SafeBetter,manager,6,0,2,1,0,0,1,0,2,8,1,3,2,2,285,true
SafeBetter,manager,6,0,2,1,0,0,1,0,2,8,1,3,2,2,240,false
HighRoller,manager,6,0,2,1,0,0,1,0,2,8,1,3,2,2,285,true
Crazy,investor,6,2,1,0,0,2,0,0,1,4,0,2,0,2,120,false
HighRoller,investor,6,2,1,0,0,2,0,0,1,4,0,2,0,2,45,false
Crazy,investor,6,2,1,0,0,2,0,0,1,4,0,2,0,2,295,true
Crazy,manager,6,2,1,0,0,2,0,0,1,4,0,2,0,2,300,false
Crazy,manager,6,2,1,0,0,2,0,0,1,4,0,2,0,2,120,false
SafeBetter,manager,6,2,1,0,0,2,0,0,1,4,0,2,0,2,450,true
Crazy,investor,6,2,0,0,1,0,0,0,3,8,1,2,2,3,20,false
SafeBetter,investor,6,2,0,0,1,0,0,0,3,8,1,2,2,3,185,false
Crazy,investor,6,2,0,0,1,0,0,0,3,8,1,2,2,3,220,true
SafeBetter,manager,6,2,0,0,1,0,0,0,3,8,1,2,2,3,560,false
SafeBetter,manager,6,2,0,0,1,0,0,0,3,8,1,2,2,3,575,true
SafeBetter,manager,6,2,0,0,1,0,0,0,3,8,1,2,2,3,210,false
Crazy,investor,6,1,0,1,1,1,0,2,0,9,0,3,3,3,135,true
Normal,investor,6,1,0,1,1,1,0,2,0,9,0,3,3,3,100,false
SafeBetter,investor,6,1,0,1,1,1,0,2,0,9,0,3,3,3,50,false
Crazy,manager,6,1,0,1,1,1,0,2,0,9,0,3,3,3,255,true
Normal,manager,6,1,0,1,1,1,0,2,0,9,0,3,3,3,180,false
Normal,manager,6,1,0,1,1,1,0,2,0,9,0,3,3,3,180,false
HighRoller,investor,6,0,3,0,0,1,0,0,2,9,2,2,3,2,40,true
HighRoller,investor,6,0,3,0,0,1,0,0,2,9,2,2,3,2,40,true
HighRoller,investor,6,0,3,0,0,1,0,0,2,9,2,2,3,2,40,true
SafeBetter,manager,6,0,3,0,0,1,0,0,2,9,2,2,3,2,90,true
SafeBetter,manager,6,0,3,0,0,1,0,0,2,9,2,2,3,2,90,true
Crazy,manager,6,0,3,0,0,1,0,0,2,9,2,2,3,2,90,true
Crazy,investor,6,2,0,1,0,1,0,1,1,8,3,2,1,2,120,true
Normal,investor,6,2,0,1,0,1,0,1,1,8,3,2,1,2,95,false
Crazy,investor,6,2,0,1,0,1,0,1,1,8,3,2,1,2,120,true
Normal,manager,6,2,0,1,0,1,0,1,1,8,3,2,1,2,60,false
SafeBetter,manager,6,2,0,1,0,1,0,1,1,8,3,2,1,2,195,true
Crazy,manager,6,2,0,1,0,1,0,1,1,8,3,2,1,2,60,false
HighRoller,investor,6,0,1,1,1,1,2,0,0,6,3,0,0,3,5,false
Normal,investor,6,0,1,1,1,1,2,0,0,6,3,0,0,3,5,false
SafeBetter,investor,6,0,1,1,1,1,2,0,0,6,3,0,0,3,260,true
HighRoller,manager,6,0,1,1,1,1,2,0,0,6,3,0,0,3,570,true
HighRoller,manager,6,0,1,1,1,1,2,0,0,6,3,0,0,3,330,false
Crazy,manager,6,0,1,1,1,1,2,0,0,6,3,0,0,3,420,false
SafeBetter,investor,6,0,0,0,3,0,1,0,2,4,1,0,1,2,145,false
SafeBetter,investor,6,0,0,0,3,0,1,0,2,4,1,0,1,2,75,false
SafeBetter,investor,6,0,0,0,3,0,1,0,2,4,1,0,1,2,195,true
SafeBetter,manager,6,0,0,0,3,0,1,0,2,4,1,0,1,2,305,false
SafeBetter,manager,6,0,0,0,3,0,1,0,2,4,1,0,1,2,305,false
HighRoller,manager,6,0,0,0,3,0,1,0,2,4,1,0,1,2,515,true
SafeBetter,investor,6,1,1,0,1,1,0,2,0,7,1,0,3,3,220,true
Crazy,investor,6,1,1,0,1,1,0,2,0,7,1,0,3,3,170,false
HighRoller,investor,6,1,1,0,1,1,0,2,0,7,1,0,3,3,100,false
Normal,manager,6,1,1,0,1,1,0,2,0,7,1,0,3,3,215,false
Normal,manager,6,1,1,0,1,1,0,2,0,7,1,0,3,3,215,false
Crazy,manager,6,1,1,0,1,1,0,2,0,7,1,0,3,3,290,true
Crazy,investor,6,1,1,1,0,1,1,1,0,10,3,3,3,1,360,true
HighRoller,investor,6,1,1,1,0,1,1,1,0,10,3,3,3,1,85,false
Normal,investor,6,1,1,1,0,1,1,1,0,10,3,3,3,1,165,false
HighRoller,manager,6,1,1,1,0,1,1,1,0,10,3,3,3,1,330,false
Normal,manager,6,1,1,1,0,1,1,1,0,10,3,3,3,1,325,false
Crazy,manager,6,1,1,1,0,1,1,1,0,10,3,3,3,1,405,true
Crazy,investor,6,1,0,2,0,0,2,1,0,10,3,3,1,3,120,false
Normal,investor,6,1,0,2,0,0,2,1,0,10,3,3,1,3,170,true
Normal,investor,6,1,0,2,0,0,2,1,0,10,3,3,1,3,170,true
HighRoller,manager,6,1,0,2,0,0,2,1,0,10,3,3,1,3,120,false
HighRoller,manager,6,1,0,2,0,0,2,1,0,10,3,3,1,3,405,true
Normal,manager,6,1,0,2,0,0,2,1,0,10,3,3,1,3,255,false
SafeBetter,investor,6,0,2,0,1,0,2,0,1,10,2,3,3,2,330,true
HighRoller,investor,6,0,2,0,1,0,2,0,1,10,2,3,3,2,-150,false
HighRoller,investor,6,0,2,0,1,0,2,0,1,10,2,3,3,2,-150,false
SafeBetter,manager,6,0,2,0,1,0,2,0,1,10,2,3,3,2,610,true
HighRoller,manager,6,0,2,0,1,0,2,0,1,10,2,3,3,2,190,false
HighRoller,manager,6,0,2,0,1,0,2,0,1,10,2,3,3,2,140,false
HighRoller,investor,6,0,2,1,0,0,0,1,2,5,0,2,0,3,-100,false
HighRoller,investor,6,0,2,1,0,0,0,1,2,5,0,2,0,3,-15,false
Normal,investor,6,0,2,1,0,0,0,1,2,5,0,2,0,3,60,true
SafeBetter,manager,6,0,2,1,0,0,0,1,2,5,0,2,0,3,390,true
Normal,manager,6,0,2,1,0,0,0,1,2,5,0,2,0,3,285,false
SafeBetter,manager,6,0,2,1,0,0,0,1,2,5,0,2,0,3,240,false
Crazy,investor,6,1,0,0,2,0,1,1,1,9,3,3,0,3,135,false
SafeBetter,investor,6,1,0,0,2,0,1,1,1,9,3,3,0,3,390,true
SafeBetter,investor,6,1,0,0,2,0,1,1,1,9,3,3,0,3,390,true
HighRoller,manager,6,1,0,0,2,0,1,1,1,9,3,3,0,3,435,false
Normal,manager,6,1,0,0,2,0,1,1,1,9,3,3,0,3,510,true
SafeBetter,manager,6,1,0,0,2,0,1,1,1,9,3,3,0,3,510,true
Crazy,investor,6,1,0,1,1,1,0,0,2,6,2,2,1,1,170,false
Normal,investor,6,1,0,1,1,1,0,0,2,6,2,2,1,1,210,false
SafeBetter,investor,6,1,0,1,1,1,0,0,2,6,2,2,1,1,445,true
SafeBetter,manager,6,1,0,1,1,1,0,0,2,6,2,2,1,1,535,true
SafeBetter,manager,6,1,0,1,1,1,0,0,2,6,2,2,1,1,535,true
Crazy,manager,6,1,0,1,1,1,0,0,2,6,2,2,1,1,385,false
Crazy,investor,6,2,0,0,1,1,0,1,1,10,3,2,2,3,610,true
Crazy,investor,6,2,0,0,1,1,0,1,1,10,3,2,2,3,120,false
SafeBetter,investor,6,2,0,0,1,1,0,1,1,10,3,2,2,3,220,false
SafeBetter,manager,6,2,0,0,1,1,0,1,1,10,3,2,2,3,270,false
Normal,manager,6,2,0,0,1,1,0,1,1,10,3,2,2,3,570,true
Crazy,manager,6,2,0,0,1,1,0,1,1,10,3,2,2,3,270,false
HighRoller,investor,6,0,1,0,2,1,1,1,0,6,1,1,3,1,-40,false
SafeBetter,investor,6,0,1,0,2,1,1,1,0,6,1,1,3,1,220,false
SafeBetter,investor,6,0,1,0,2,1,1,1,0,6,1,1,3,1,305,true
Crazy,manager,6,0,1,0,2,1,1,1,0,6,1,1,3,1,425,true
Normal,manager,6,0,1,0,2,1,1,1,0,6,1,1,3,1,335,false
HighRoller,manager,6,0,1,0,2,1,1,1,0,6,1,1,3,1,275,false
Normal,investor,6,1,0,1,1,0,0,0,3,8,3,2,1,2,380,true
Crazy,investor,6,1,0,1,1,0,0,0,3,8,3,2,1,2,120,false
SafeBetter,investor,6,1,0,1,1,0,0,0,3,8,3,2,1,2,335,false
SafeBetter,manager,6,1,0,1,1,0,0,0,3,8,3,2,1,2,445,true
SafeBetter,manager,6,1,0,1,1,0,0,0,3,8,3,2,1,2,345,false
SafeBetter,manager,6,1,0,1,1,0,0,0,3,8,3,2,1,2,345,false
Crazy,investor,6,2,0,1,0,1,1,0,1,1,0,1,0,0,140,true
Normal,investor,6,2,0,1,0,1,1,0,1,1,0,1,0,0,40,false
Crazy,investor,6,2,0,1,0,1,1,0,1,1,0,1,0,0,120,false
HighRoller,manager,6,2,0,1,0,1,1,0,1,1,0,1,0,0,210,true
SafeBetter,manager,6,2,0,1,0,1,1,0,1,1,0,1,0,0,60,false
Crazy,manager,6,2,0,1,0,1,1,0,1,1,0,1,0,0,60,false
HighRoller,investor,6,0,1,1,1,0,1,0,2,11,3,3,2,3,-20,false
SafeBetter,investor,6,0,1,1,1,0,1,0,2,11,3,3,2,3,110,true
Normal,investor,6,0,1,1,1,0,1,0,2,11,3,3,2,3,60,false
SafeBetter,manager,6,0,1,1,1,0,1,0,2,11,3,3,2,3,360,false
SafeBetter,manager,6,0,1,1,1,0,1,0,2,11,3,3,2,3,480,true
HighRoller,manager,6,0,1,1,1,0,1,0,2,11,3,3,2,3,120,false
HighRoller,investor,6,0,1,1,1,1,0,1,1,6,2,2,2,0,45,false
Normal,investor,6,0,1,1,1,1,0,1,1,6,2,2,2,0,270,false
SafeBetter,investor,6,0,1,1,1,1,0,1,1,6,2,2,2,0,290,true
Crazy,manager,6,0,1,1,1,1,0,1,1,6,2,2,2,0,370,true
Normal,manager,6,0,1,1,1,1,0,1,1,6,2,2,2,0,295,false
SafeBetter,manager,6,0,1,1,1,1,0,1,1,6,2,2,2,0,370,true
SafeBetter,investor,6,1,1,0,1,0,1,1,1,7,3,0,2,2,350,true
Crazy,investor,6,1,1,0,1,0,1,1,1,7,3,0,2,2,120,false
HighRoller,investor,6,1,1,0,1,0,1,1,1,7,3,0,2,2,40,false
HighRoller,manager,6,1,1,0,1,0,1,1,1,7,3,0,2,2,150,false
SafeBetter,manager,6,1,1,0,1,0,1,1,1,7,3,0,2,2,140,false
Normal,manager,6,1,1,0,1,0,1,1,1,7,3,0,2,2,300,true
Normal,investor,6,1,1,1,0,0,2,1,0,11,3,2,3,3,135,false
HighRoller,investor,6,1,1,1,0,0,2,1,0,11,3,2,3,3,275,true
Crazy,investor,6,1,1,1,0,0,2,1,0,11,3,2,3,3,260,false
Normal,manager,6,1,1,1,0,0,2,1,0,11,3,2,3,3,500,true
HighRoller,manager,6,1,1,1,0,0,2,1,0,11,3,2,3,3,455,false
HighRoller,manager,6,1,1,1,0,0,2,1,0,11,3,2,3,3,285,false
HighRoller,investor,6,2,1,0,0,0,1,2,0,6,1,0,2,3,410,false
Crazy,investor,6,2,1,0,0,0,1,2,0,6,1,0,2,3,415,true
Crazy,investor,6,2,1,0,0,0,1,2,0,6,1,0,2,3,395,false
Normal,manager,6,2,1,0,0,0,1,2,0,6,1,0,2,3,470,false
Normal,manager,6,2,1,0,0,0,1,2,0,6,1,0,2,3,470,false
HighRoller,manager,6,2,1,0,0,0,1,2,0,6,1,0,2,3,620,true
Crazy,investor,6,3,0,0,0,1,0,1,1,5,2,0,2,1,370,true
Crazy,investor,6,3,0,0,0,1,0,1,1,5,2,0,2,1,120,false
Crazy,investor,6,3,0,0,0,1,0,1,1,5,2,0,2,1,370,true
Normal,manager,6,3,0,0,0,1,0,1,1,5,2,0,2,1,100,true
SafeBetter,manager,6,3,0,0,0,1,0,1,1,5,2,0,2,1,100,true
Crazy,manager,6,3,0,0,0,1,0,1,1,5,2,0,2,1,100,true
Normal,investor,6,0,2,1,0,0,2,0,1,4,0,2,1,1,140,true
HighRoller,investor,6,0,2,1,0,0,2,0,1,4,0,2,1,1,20,false
HighRoller,investor,6,0,2,1,0,0,2,0,1,4,0,2,1,1,20,false
HighRoller,manager,6,0,2,1,0,0,2,0,1,4,0,2,1,1,90,false
HighRoller,manager,6,0,2,1,0,0,2,0,1,4,0,2,1,1,195,false
SafeBetter,manager,6,0,2,1,0,0,2,0,1,4,0,2,1,1,285,true
Crazy,investor,6,1,0,1,1,1,0,2,0,3,0,0,3,0,180,true
SafeBetter,investor,6,1,0,1,1,1,0,2,0,3,0,0,3,0,180,true
Normal,investor,6,1,0,1,1,1,0,2,0,3,0,0,3,0,180,true
Crazy,manager,6,1,0,1,1,1,0,2,0,3,0,0,3,0,150,true
Normal,manager,6,1,0,1,1,1,0,2,0,3,0,0,3,0,150,true
Normal,manager,6,1,0,1,1,1,0,2,0,3,0,0,3,0,150,true
HighRoller,investor,6,0,3,0,0,1,1,1,0,5,1,1,0,3,90,false
HighRoller,investor,6,0,3,0,0,1,1,1,0,5,1,1,0,3,295,false
HighRoller,investor,6,0,3,0,0,1,1,1,0,5,1,1,0,3,390,true
Normal,manager,6,0,3,0,0,1,1,1,0,5,1,1,0,3,330,false
HighRoller,manager,6,0,3,0,0,1,1,1,0,5,1,1,0,3,555,true
Crazy,manager,6,0,3,0,0,1,1,1,0,5,1,1,0,3,330,false
HighRoller,investor,6,0,1,1,1,2,0,1,0,10,3,2,3,2,90,false
Normal,investor,6,0,1,1,1,2,0,1,0,10,3,2,3,2,445,true
SafeBetter,investor,6,0,1,1,1,2,0,1,0,10,3,2,3,2,325,false
Crazy,manager,6,0,1,1,1,2,0,1,0,10,3,2,3,2,675,true
Crazy,manager,6,0,1,1,1,2,0,1,0,10,3,2,3,2,585,false
Normal,manager,6,0,1,1,1,2,0,1,0,10,3,2,3,2,550,false
SafeBetter,investor,6,1,1,0,1,1,1,0,1,8,3,2,1,2,250,true
HighRoller,investor,6,1,1,0,1,1,1,0,1,8,3,2,1,2,10,false
Crazy,investor,6,1,1,0,1,1,1,0,1,8,3,2,1,2,220,false
Crazy,manager,6,1,1,0,1,1,1,0,1,8,3,2,1,2,225,false
SafeBetter,manager,6,1,1,0,1,1,1,0,1,8,3,2,1,2,240,false
HighRoller,manager,6,1,1,0,1,1,1,0,1,8,3,2,1,2,435,true
HighRoller,investor,6,1,1,1,0,1,2,0,0,5,0,1,1,3,15,false
Normal,investor,6,1,1,1,0,1,2,0,0,5,0,1,1,3,115,true
Crazy,investor,6,1,1,1,0,1,2,0,0,5,0,1,1,3,100,false
